sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate
FJ228687	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	Sonora	2003	2003	2003	264	08-Mar-2009	24-Jul-2016	skunk	-	3886Sonsk2003
GU123651	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2003	2003	2003	1305	10-Nov-2009	24-Jul-2016	Felis catus	20401500	10568CT03
GU123652	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2005	2005	2005	1305	10-Nov-2009	24-Jul-2016	Canis familiaris	20401500	6050DG05
GU123653	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2005	2005	2005	1305	10-Nov-2009	24-Jul-2016	Canis familiaris	20401500	8578DG05
GU123654	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2005	2005	2005	1305	10-Nov-2009	24-Jul-2016	Canis familiaris	20401500	8590DG05
GU123655	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2005	2005	2005	1305	10-Nov-2009	24-Jul-2016	Canis familiaris	20401500	9370DG05
GU123656	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	2005	2005	2005	1305	10-Nov-2009	24-Jul-2016	Canis familiaris	20401500	9479DG05
GU123657	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2002	2002	2002	1305	10-Nov-2009	24-Jul-2016	Cerdocyon thous	20401500	1407Ct02
GU123658	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2003	2003	2003	1305	10-Nov-2009	24-Jul-2016	Cerdocyon thous	20401500	10563Ct03
GU123659	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2005	2005	2005	1305	10-Nov-2009	24-Jul-2016	Cerdocyon thous	20401500	6967Ct05
GU123660	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2005	2005	2005	1305	10-Nov-2009	24-Jul-2016	Cerdocyon thous	20401500	6979Ct05
GU123661	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	-	2005	2005	2005	1305	10-Nov-2009	24-Jul-2016	Cerdocyon thous	20401500	7579Ct05
GU123662	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	-	2008	2008	2008	1305	10-Nov-2009	24-Jul-2016	Cerdocyon thous	20401500	4102Ct08
GU646797	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1997	1997	1997	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg04-97
GU646798	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1996	1996	1996	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg236-96
GU646799	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1996	1996	1996	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg82-96
GU646800	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1995	1995	1995	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg268-95
GU646801	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1995	1995	1995	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg227-95
GU646802	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1995	1995	1995	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg138-95
GU646803	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1995	1995	1995	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg76-95
GU646804	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1995	1995	1995	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg28-95
GU646805	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1995	1995	1995	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg27-95
GU646806	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg449-94
GU646807	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg420-94
GU646808	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg134-94
GU646809	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg133-94
GU646810	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg110-94
GU646811	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg107-94
GU646812	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg63-94
GU646813	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg31-94
GU646814	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg15-94
GU646829	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1997	1997	1997	320	18-Jun-2011	23-Feb-2012	Bos taurus	22033596	brbv289-97
GU646830	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1996	1996	1996	320	18-Jun-2011	23-Feb-2012	Bos taurus	22033596	brbv384-96
GU646831	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1996	1996	1996	320	18-Jun-2011	23-Feb-2012	Bos taurus	22033596	brbv282-96
GU646832	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1996	1996	1996	320	18-Jun-2011	23-Feb-2012	Bos taurus	22033596	brbv197-96
GU646833	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	319	18-Jun-2011	23-Feb-2012	Bos taurus	22033596	brbv32-94
GU646834	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg07-94
GU646835	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1993	1993	1993	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg70-93
GU646836	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1993	1993	1993	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg45-93
GU646837	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1992	1992	1992	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg142-92
GU646838	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1992	1992	1992	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg138-92
GU646839	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1992	1992	1992	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg115-92
GU646840	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1992	1992	1992	320	18-Jun-2011	23-Feb-2012	Canis familiaris	22033596	brdg57-92
GU646847	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1998	1998	1998	320	18-Jun-2011	23-Feb-2012	Canis familiaris	-	brdg4111
GU646850	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1996	1996	1996	320	18-Jun-2011	23-Feb-2012	Felis catus	22033596	brct313-96
GU646851	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1996	1996	1996	320	18-Jun-2011	23-Feb-2012	Felis catus	22033596	brct56-96
GU646852	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1996	1996	1996	320	18-Jun-2011	23-Feb-2012	Felis catus	22033596	brct50-96
GU646853	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1995	1995	1995	319	18-Jun-2011	23-Feb-2012	Felis catus	22033596	brct35-95
GU646854	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1994	1994	1994	320	18-Jun-2011	23-Feb-2012	Felis catus	22033596	brct24-94
GU646855	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1992	1992	1992	320	18-Jun-2011	23-Feb-2012	Felis catus	22033596	brct60-92
GU991844	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	Sinaloa/Durango	2003	2003	2003	1350	28-Apr-2010	25-Jul-2016	Mephitis mephitis (skunk)	-	231mxsinSK03
GU991845	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	Sinaloa/Durango	2005	2005	2005	1350	28-Apr-2010	25-Jul-2016	Mephitis mephitis (skunk)	-	633mxsonsk05
GU991846	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	Sinaloa/Durango	2001	2001	2001	1350	28-Apr-2010	25-Jul-2016	Mephitis mephitis (skunk)	-	1535mxDGOsk01
GU991847	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Oaxaca	2007	2007	2007	1350	28-Apr-2010	25-Jul-2016	Canis familiaris	-	OAXDG07
HQ116829	AL_Cosmopolitan	Cosmopolitan	CHL	Chile	-	1973	1973	1973	405	07-Nov-2010	25-Jul-2016	Homo sapiens	20739489	13250
HQ450386	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	-	-	2011	11924	04-Jan-2011	12-Sep-2012	Canis familiaris	22966186	DRV-Mexico
JF693449	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2007	2007	2007	1350	31-Mar-2012	31-Mar-2016	Canis lupus familiaris	25405805	CO2/07
JF693450	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2007	2007	2007	1350	31-Mar-2012	31-Mar-2016	Canis lupus familiaris	25405805	F02/07
JF693451	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2006	2006	2006	1350	31-Mar-2012	31-Mar-2016	Canis lupus familiaris	25405805	CO1/06
JF693452	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2007	2007	2007	1350	31-Mar-2012	31-Mar-2016	Canis lupus familiaris	25405805	H01/07
JF693453	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	1995	1995	1995	1350	31-Mar-2012	31-Mar-2016	Canis lupus familiaris	25405805	C14/95
JF693454	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	1995	1995	1995	1350	31-Mar-2012	31-Mar-2016	Canis lupus familiaris	25405805	C20/95
JF693455	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	COL	Colombia	-	2000	2000	2000	1350	31-Mar-2012	31-Mar-2016	Canis lupus familiaris	25405805	H01/00
JN106461	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1992	1992	1992	320	12-Oct-2012	25-Jul-2016	Canis familiaris	-	brldg2289-92
JN106462	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1989	1989	1989	320	12-Oct-2012	25-Jul-2016	Canis familiaris	-	brldg6963-89
JN106463	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	1990	1990	1990	320	12-Oct-2012	25-Jul-2016	Canis familiaris	-	brldg8468-90
JN897309	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	Teresina/PI	2005	2005	2005	444	10-Mar-2012	01-Aug-2012	Cerdocyon thous	22528640	4372
JN897310	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	Recife/PE	2008	2008	2008	444	10-Mar-2012	01-Aug-2012	Cerdocyon thous	22528640	1717
JN897311	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	Miguel Calmon/BA	2004	2004	2004	444	10-Mar-2012	01-Aug-2012	Cerdocyon thous	22528640	9337
JN897312	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Recife/PE	2008	2008	2008	444	10-Mar-2012	01-Aug-2012	Cerdocyon thous	22528640	1728
JN897313	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Recife/PE	2008	2008	2008	444	10-Mar-2012	01-Aug-2012	Canis familiaris	22528640	1724
JN897314	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Parnaiba/PI	2005	2005	2005	444	10-Mar-2012	01-Aug-2012	Canis familiaris	22528640	9369
JN897315	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Parnaiba/PI	2005	2005	2005	444	10-Mar-2012	01-Aug-2012	Canis familiaris	22528640	9371
JN897316	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Recife/PE	2008	2008	2008	444	10-Mar-2012	01-Aug-2012	Canis familiaris	22528640	1722
JN897317	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Panelas/PE	2008	2008	2008	444	10-Mar-2012	01-Aug-2012	Canis familiaris	22528640	4105
JN897318	AL_Cosmopolitan	Cosmopolitan	BRA	Brazil	Belem de Sao Francisco/PE	2008	2008	2008	444	10-Mar-2012	01-Aug-2012	Canis familiaris	22528640	4106
JN897319	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Guajara/SE	2005	2005	2005	444	10-Mar-2012	01-Aug-2012	Canis familiaris	22528640	6050
JN897320	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Jacunda/PA	2005	2005	2005	444	10-Mar-2012	01-Aug-2012	Canis familiaris	22528640	8581
JQ037818	AL_RAC-SK	RAC-SK	MEX	Mexico	-	2006	2006	2006	794	19-Mar-2012	19-Mar-2012	skunk	-	1369EDOMEXsk06
JQ037819	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1288	19-Mar-2012	19-Mar-2012	Canis familiaris	-	647EDOMEXDOG05
JQ037820	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1288	19-Mar-2012	19-Mar-2012	Canis familiaris	-	68EDOMEXDOG05
JQ037821	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1288	19-Mar-2012	19-Mar-2012	Canis familiaris	-	748EDOMEXDOG05
JQ037822	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1288	19-Mar-2012	19-Mar-2012	Canis familiaris	-	885EDOMEXDOG05
JQ037823	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1288	19-Mar-2012	19-Mar-2012	Canis familiaris	-	659EDOMEXDOG05
JQ037824	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1288	19-Mar-2012	19-Mar-2012	Canis familiaris	-	2293EDOMEXDOG05
JQ513528	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1996	1996	1996	1353	01-Jan-2013	01-Jan-2013	mongoose	-	V470
JQ513529	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	Felis catus	-	V508
JQ513530	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	Canis familiaris	-	V509
JQ513531	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	Canis familiaris	-	V510
JQ513532	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	Canis familiaris	-	V512
JQ513533	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	mongoose	-	V514
JQ513534	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	mongoose	-	V516
JQ513535	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	mongoose	-	V520
JQ513536	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	mongoose	-	V522
JQ513537	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	mongoose	-	V524
JQ513538	AL_Cosmopolitan	Cosmopolitan	PRI	Puerto Rico	-	1997	1997	1997	1353	01-Jan-2013	01-Jan-2013	mongoose	-	V525
JQ513553	AL_RAC-SK	RAC-SK	MEX	Mexico	San Luis Potosi	2002	2002	2002	1353	01-Jan-2013	03-May-2013	skunk	23524137	V854
JQ685929	AL_RAC-SK	RAC-SK	MEX	Mexico	-	2009	2009	2009	11923	11-Jul-2012	11-Jul-2012	Spilogale putorius	22737076	MEXSK3644
JQ685954	AL_RAC-SK	RAC-SK	MEX	Mexico	-	2007	2007	2007	11923	11-Jul-2012	11-Jul-2012	Spilogale putorius	22737076	MEXSK13938
JQ685975	AL_Cosmopolitan_Vac2	Cosmopolitan Vac2	MEX	Mexico	-	2009	2009	2009	11925	11-Jul-2012	11-Jul-2012	Spilogale putorius	22737076	MEXSK3636
JX217779	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Bahia	1997	1997	1997	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmBA4093-1997
JX217780	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Rondonia	1997	1997	1997	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmRO4116-1997
JX217781	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Tocantins	1997	1997	1997	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmTO4118-1997
JX217782	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Acre	1997	1997	1997	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmAC4119-1997
JX217784	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Acre	1997	1997	1997	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmAC4134-1997
JX217787	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Rondonia	1998	1998	1998	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmRO4107-1998
JX217788	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Rondonia	1998	1998	1998	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmRO4117-1998
JX217789	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Paraiba	1998	1998	1998	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmPB4121-1998
JX217790	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Tocantins	1998	1998	1998	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmTO4126-1998
JX217791	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Rondonia	1998	1998	1998	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmRO4128-1998
JX217792	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pernambuco	1998	1998	1998	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmPE4130-1998
JX217793	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Para	1998	1998	1998	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmPA4137-1998
JX217794	AL_Cosmopolitan_AM3b	Cosmopolitan AM3b	BRA	Brazil	Pernambuco	1998	1998	1998	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmPE4543-1998
JX217795	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Goias	1999	1999	1999	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmGO4548-1999
JX217797	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Pernambuco	1999	1999	1999	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmPE4558-1999
JX217799	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Acre	2000	2000	2000	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmAC5308-2000
JX217801	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Goias	2000	2000	2000	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmGO5322-2000
JX217802	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Acre	2000	2000	2000	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmAC5363-2000
JX217803	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Minas Gerais	2000	2000	2000	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmMG5375-2000
JX217804	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Piaui	2000	2000	2000	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmPI5376-2000
JX217806	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Bahia	2001	2001	2001	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmBA5348-2001
JX217809	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Minas Gerais	2001	2001	2001	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmMG5704-2001
JX217812	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	Bahia	2003	2003	2003	320	06-Mar-2013	06-Mar-2013	Homo sapiens	23433340	brhmBA1303-2003
KC791795	AL_RAC-SK	RAC-SK	MEX	Mexico	-	2001	2001	2001	1542	18-Jun-2013	18-Jun-2013	skunk	-	A02_3247
KC791796	AL_RAC-SK	RAC-SK	MEX	Mexico	-	2001	2001	2001	1540	18-Jun-2013	18-Jun-2013	skunk	-	A02_3248
KC791799	AL_RAC-SK	RAC-SK	MEX	Mexico	-	2001	2001	2001	1544	18-Jun-2013	18-Jun-2013	Bos taurus	-	A02_3262
KC791809	AL_RAC-SK	RAC-SK	MEX	Mexico	-	2001	2001	2001	1541	18-Jun-2013	18-Jun-2013	skunk	-	A02_4501
KC791961	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2011	2011	2011	1572	18-Jun-2013	18-Jun-2013	Canis latrans	-	A11_3426
KC792056	AL_Cosmopolitan	Cosmopolitan	DOM	Dominican Republic	-	2012	2012	2012	1572	18-Jun-2013	18-Jun-2013	Canis familiaris	-	A12_0579
KC792057	AL_Cosmopolitan	Cosmopolitan	DOM	Dominican Republic	-	2012	2012	2012	1572	18-Jun-2013	18-Jun-2013	Canis familiaris	-	A12_0580
KC792058	AL_Cosmopolitan	Cosmopolitan	DOM	Dominican Republic	-	2012	2012	2012	1572	18-Jun-2013	18-Jun-2013	Canis familiaris	-	A12_0581
KC792059	AL_Cosmopolitan	Cosmopolitan	DOM	Dominican Republic	-	2012	2012	2012	1572	18-Jun-2013	18-Jun-2013	Canis familiaris	-	A12_0582
KC792060	AL_Cosmopolitan	Cosmopolitan	DOM	Dominican Republic	-	2012	2012	2012	1572	18-Jun-2013	18-Jun-2013	Canis familiaris	-	A12_0587
KC792067	AL_Cosmopolitan	Cosmopolitan	DOM	Dominican Republic	-	2012	2012	2012	1572	18-Jun-2013	18-Jun-2013	Canis familiaris	-	A12_1023
KC792068	AL_Cosmopolitan	Cosmopolitan	DOM	Dominican Republic	-	2012	2012	2012	1572	18-Jun-2013	18-Jun-2013	Canis familiaris	-	A12_1024
KC792196	AL_Cosmopolitan_AM2b	Cosmopolitan AM2b	MEX	Mexico	-	2001	2001	2001	1572	18-Jun-2013	18-Jun-2013	-	-	45OLD
KC792221	AL_RAC-SK	RAC-SK	MEX	Mexico	-	2001	2001	2001	959	18-Jun-2013	18-Jun-2013	skunk	-	MXSK14540
KC792258	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	Sonora	-	-	2013	1197	18-Jun-2013	18-Jun-2013	Canis familiaris	-	Sonora dog
KF831540	AL_Cosmopolitan	Cosmopolitan	PER	Peru	-	1985	1985	1985	220	07-Jan-2014	07-Jan-2014	Canis familiaris	-	LIMADOG
KF831564	AL_Cosmopolitan	Cosmopolitan	PER	Peru	-	1985	1985	1985	543	07-Jan-2014	07-Jan-2014	Canis familiaris	-	LIMADOG
KJ001488	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1350	24-Nov-2015	24-Nov-2015	Canis familiaris	-	1913dgM05
KJ001489	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1306	24-Nov-2015	24-Nov-2015	Canis familiaris	-	3169dgM05
KJ001490	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1347	24-Nov-2015	24-Nov-2015	Canis familiaris	-	3173dgM05
KJ001491	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1347	24-Nov-2015	24-Nov-2015	Canis familiaris	-	4454dgM05
KJ001492	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1347	24-Nov-2015	24-Nov-2015	Canis familiaris	-	4458dgM05
KJ001493	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1192	24-Nov-2015	24-Nov-2015	Canis familiaris	-	8086dgM05
KJ001494	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1305	24-Nov-2015	24-Nov-2015	Canis familiaris	-	3161dgM05
KJ001495	AL_Cosmopolitan_AM2a	Cosmopolitan AM2a	MEX	Mexico	-	2005	2005	2005	1261	24-Nov-2015	24-Nov-2015	Canis familiaris	-	4182dgM05
